		250		31329.8	67	5.47761194	734		0						26		0	
	source ID	druid	Title	Length of Roll	Digitizing Operator	Digitizing Date	Total Digitizing Time (in minutes)	Date Completion	QC Operator	QC Date	Total Post Processing (Lightroom Time)	Total QC Time	QC Pass/Fail	Number of Scans	Notes	Import Date	Count Skip of Total Digitizing Time	Feet / min
	sul:ars0163_cr228_r660	pn348rt0073	Melodies, op. 3, no. 1	551.4	Megan	12/15/2017	8											
	sul:ars0163_cr138_r662	rb246xq8516	Tannhauser : Overture															
	sul:ars0163_cr154_r723	cg352pn8228	Ellens Gesang, D. 839															
	sul:ars0163_cr235_c2_r757	gp742pc2269	Unknown title															
	sul:ars0163_cr245_r797	qp633ch5739	Samson et Delila : Printemps qui commence															
	sul:ars0163_cr257_r882	dy874qf2051	Gesange, op. 34 : Auf Flugeln des Gesanges	581.8	DC	12/15/2018	11											
	sul:ars0163_cr294_r1033	yd751tw2711	Rhapsodies hongroises no. 12															
	sul:ars0163_cr341_c1_r1203	ph965vc8464	Deux alouettes	441.4	Megan	12/15/2017	8											
	sul:ars0163_cr345_r1213	vv725mz8901	Piano prelude, op. 28, no. 20	284	Megan	12/15/2017	10											
	sul:ars0163_cr359_r1223	rr300fs3519	Fileuse	547.6	DC	12/15/2017	21											
	sul:ars0163_cr319_r1241	nq934bv0670	Martha, op. 119															
	sul:ars0163_cr361_r1246	xm981gg3468	Piano sonata no. 14, op. 27, no. 2 : selections															
	sul:ars0163_cr59_r242	bs051zv1556	Nocturne, op. 15, no. 2															
	sul:ars0163_cr398_r242	jn176fx9934	Nocturne, op. 27, no. 2															
	sul:ars0163_cr639_r2735	gk661br8410	Estampes : Soiree dans Grenade															
	sul:ars0163_cr658_r2780	xx281zm2439	Danzas espanolas : Andaluza															
	sul:ars0163_cr890_r4106	mb200ry9443	Burlesques, op. 31															
	sul:ars0163_cr628_r2733	pg342kj7111	Children's corner															
	sul:ars0163_cr741_r2779	xs756hc1702	Danzas espanolas : Valenciana															
	sul:ars0163_cr675_r2783	vr554bf2223	Goyescas : Requiebros															
	sul:ars0163_cr857_r3827	yd202vq7723	Images : 1st series : Hommage a Rameau															
	sul:ars0163_cr659_r2736	jm748hm6175	Plus que lente															
	sul:ars0163_cr888_r4120	ty821tk9178	Variations on themes from Carmen	383	Megan	12/14/2017	6	12/14/2017										
	sul:ars0163_cr314_r1076	ch014br6512	Barcarolle, op. 60															
	sul:ars0163_cr151_r719	jx599gp7729	Scherzo no. 4, op. 54															
	sul:ars0163_cr993_r4188	fr145tk0896	Etudes : selections															
	sul:ars0163_cr680_r2786	dz102sq5543	Goyescas : Quejas	811	Megan	12/14/2017	20	12/14/2017							frame duplication			
	sul:ars0163_cr671_r2781	gg900mn2670	Valses poeticos															
	sul:ars0163_cr475_r1669	ht421pd4701	Ballade no. 4, op. 52															
	sul:ars0163_cr876_r4007	xv539gy0786	Suite espanola no. 1 : Granada															
	sul:ars0163_cr879_r4053	my159hk9042	Mazurka, op. 30, no. 3															
	sul:ars0163_cr893_r4118	yr520vr7118	Prelude, op. 23, no. 5	413	Megan	12/14/2017	6	12/14/2017										
	sul:ars0163_cr624_r2587	yh948fz4147	Sonata no. 2, op. 35 : Scherzo															
	sul:ars0163_cr619_r2586	yr472sz6865	Sonata no. 2, op. 35 : Grave															
	sul:ars0163_cr634_r2595	tx285mw5945	Waltz, op. 64, no. 1															
	sul:ars0163_cr896_r4128	xb067pr5675	Fantasie uber Themen aus den Opern von Wolfgang Amadeus Mozart															
